post_id,post_url,text,reaction_count,comments_count,share_count,virality_score,author_name,post_type,contains_image,contains_link,keywords,sentiment,emotion,category,topic_category,post_routing_id
1Aun26kgAz,https://www.facebook.com/share/p/1Aun26kgAz/,Prime Bank এর স্টুডেন্ট একাউন্টের এগেইনস্টে যেই ডুয়াল কারেন্সি Master Card দেয় সেটা Google Play তে Add করতে পারছি না। Dollar Endorsement করা আছে এবং কল সেন্টারর কথা বলে Forein Transaction চালু করা হয়েছে। তার পরেও এই Card টা Add হচ্ছে না। এর সমাধান কি? আমার অন্য ব্যাংকের Visa Card Add হচ্ছে কিন্তু Prime Bank এর এই Master Card টা Add হচ্ছে না।,1,15,0,23.5,Ahmed Faisal,text,False,False,"Prime Bank, Master Card, Google Play, Dollar Endorsement, Visa Card",Negative,Frustration,Complaint,finance,PR_f7ad644f23cc
19aT4jvp9r,https://www.facebook.com/share/p/19aT4jvp9r/,আজ হাতে পেলাম আমার Prime Bank – My First Account এর ডেবিট কার্ড ও চেকবই। Service? Simply excellent! বিশেষ ধন্যবাদ Faridpur Branch এর Senior Executive Officer Bhabotosh Kumar Baidya Sir–কে। তাঁর ব্যবহার ও সহযোগিতা সত্যিই প্রশংসনীয়। Prime Bank-এর হেড অফিস ও সার্ভিস টিমের দ্রুত রেসপন্স এবং যত্নশীল মনোভাব আমাকে মুগ্ধ করেছে।,69,36,0,123.0,Abdullah Al Mahmud,text,True,False,"Prime Bank, debit card, checkbook, service, Faridpur Branch",Positive,Joy,Praise,finance,PR_87f713b60e0c
16qVydo9zc,https://www.facebook.com/share/v/16qVydo9zc/,প্রাইম ব্যাংক স্টুডেন্ট একাউন্ট || Prime Bank Student Account || Best Student Account in Bangladesh,19,192,1,309.0,,video,False,True,"studentaccount, students, studentlife, best_student_acc",Positive,Neutral,Other,finance,PR_65b4829c3091
10609903g0c01ufm7m507h09f0612a618hugg9hif409cgfg17,URL not found - Share button not visible,bkash theke mastercard e tk add korbo kivave?? nahoy prime bank and islami bank e kivave addd korbo???,1,0,0,1.0,Oyshe Islam,text,False,False,"bkash, mastercard, prime bank, islami bank",Neutral,Confusion,Inquiry,finance,PR_d9fdda4d35c3
dtsreponSon1J7gi4fa6,URL not found - Share button not visible,Prime Bank এর স্টুডেন্ট একাউন্টের এগেইনস্টে যেই ডুয়াল কারেন্সি Master Card দেয় সেটা Google Play তে Add করতে পারছি না। Dollar Endorsement করা আছে এবং কল সেন্টারর কথা বলে Forein Transaction চালু করা হয়েছে। তার পরেও এই Card টা Add হচ্ছে না। এর সমাধান কি? আমার অন্য ব্যাংকের Visa Card Add হচ্ছে কিন্তু Prime Bank এর এই Master Card টা Add হচ্ছে না।,15,0,0,15.0,Ahmed Faisal,text,False,False,"Prime Bank, Master Card, Google Play, Dollar Endorsement, Visa Card",Negative,Frustration,Complaint,finance,PR_08480da9d0d4
19aT4jvp9r,https://www.facebook.com/share/p/19aT4jvp9r/,আজ হাতে পেলাম আমার Prime Bank – My First Account এর ডেবিট কার্ড ও চেকবই। Service? Simply excellent! বিশেষ ধন্যবাদ Faridpur Branch এর Senior Executive Officer Bhabotosh Kumar Baidya Sir–কে। তাঁর ব্যবহার ও সহযোগিতা সত্যিই প্রশংসনীয়। Prime Bank-এর হেড অফিস ও সার্ভিস টিমের দ্রুত রেসপন্স এবং যত্নশীল মনোভাব আমাকে মুগ্ধ করেছে।,69,36,0,123.0,Abdullah Al Mahmud,text,True,False,"Prime Bank, debit card, checkbook, service, Faridpur Branch, Bhabotosh Kumar Baidya",Positive,Joy,Praise,finance,PR_87f713b60e0c
19BNBTAUdA,https://www.facebook.com/share/p/19BNBTAUdA/,prime bank ki dps ar jonno vlo hobe,5,54,0,86.0,,text,False,False,"prime bank, dps",Neutral,Neutral,Inquiry,finance,PR_9ad534e72c33
1EVTje3tMC,https://www.facebook.com/share/p/1EVTje3tMC/,Assalamu Alaikum everyone. Today I went to prime bank to open a prime youth account and they have provided me this form. Is this the right form for prime youth account?,12,15,0,34.5,,text,False,True,"prime bank, youth account, form",Neutral,Confusion,Inquiry,finance,PR_812a2674e1dd
1Aw4W1ukMv,https://www.facebook.com/share/p/1Aw4W1ukMv/,"Ami Prime Bank ar youth account korte chacci karon atai naki sob kichu free, asolei?? Prime bank a student account korbo naki onno kono bank valo hobe??",37,40,1,99.0,,text,False,True,"Prime Bank, youth account, student account, bank",Neutral,Confusion,Inquiry,finance,PR_593e12c0a0ef
15o4mLTKtz,https://www.facebook.com/share/p/15o4mLTKtz/,"আমি একটি গুরুতর সমস্যার সম্মুখীন, দয়া করে কেউ সহায়তা করলে কৃতজ্ঞ থাকব। ২০২৪ সালের ডিসেম্বর মাসে আমি Prime Bank অ্যাপ ব্যবহার করে দুটি NPSB ট্রান্সফার করার চেষ্টা করি, যেগুলো তখন 'Failed' দেখিয়েছিলো। তাই ধরে নিই লেনদেন হয়নি। কিন্তু চার মাস পর, ২০২৫ সালের ৯ এপ্রিল, আমার একাউন্ট থেকে হঠাৎ করে দুইটি লেনদেনের মাধ্যমে মোট ২২,০০০ টাকা কেটে নেওয়া হয় (১১,০০০ x ২), কোনো নোটিশ, এসএমএস বা অনুমতি ছাড়াই। ব্যাংকে যোগাযোগ করার পর জানানো হয়, ওই ডিসেম্বরে যে 'failed' ট্রান্সফারগুলো হয়েছিলো...",32,20,0,62.0,MD Zahidul Islam,text,False,False,"Prime Bank, NPSB, টাকা, লেনদেন, সমস্যা",Negative,Frustration,Complaint,finance,PR_5fea99142e38
NonStopTechdtsreponSon1J7gi2fa6,URL not found - Share button not visible,প্রাইম ব্যাংক স্টুডেন্ট একাউন্ট || Prime Bank Student Account || Best Student Account in Bangladesh,19,0,0,19.0,,text,False,True,"studentaccount, students, studentlife, best_student_acc",Neutral,Neutral,Other,finance,PR_ae1ab55ded84
RumantikVaiersdoStpon6l52:hg1n0t895t3ug0aa3,URL not found - Copy link not available,prime bank ki dps ar jonno vlo hobe,5,54,0,86.0,,text,False,False,"prime, bank, dps",Neutral,Neutral,Inquiry,finance,PR_9b62aa7cffcd
ersdoStpon6l52ihgp1Art89lu63ag2a2394854t25f117h61h7c4tff017,URL not found - Share button error,"Ami Prime Bank ar youth account korte chacci karon atai naki sob kichu free, asolei?? Prime bank a student account korbo naki onno kono bank valo hobe??",37,0,0,37.0,,text,False,False,"Prime Bank, youth account, student account, bank",Neutral,Confusion,Inquiry,finance,PR_148cb6b0d027
MDZahidulIslamersdoStpon6l52yhgM1,URL not found - Share button error,"আমি একটি গুরুতর সমস্যার সম্মুখীন, দয়া করে কেউ সহায়তা করলে কৃতজ্ঞ থাকব। ২০২৪ সালের ডিসেম্বর মাসে আমি Prime Bank অ্যাপ ব্যবহার করে দুটি NPSB ট্রান্সফার করার চেষ্টা করি, যেগুলো তখন 'Failed' দেখিয়েছিলো। তাই ধরে নিই লেনদেন হয়নি। কিন্তু চার মাস পর, ২০২৫ সালের ৯ এপ্রিল, আমার একাউন্ট থেকে হঠাৎ করে দুইটি লেনদেনের মাধ্যমে মোট ২২,০০০ টাকা কেটে নেওয়া হয় (১১,০০০ x ২), কোনো নোটিশ, এসএমএস বা অনুমতি ছাড়াই। ব্যাংকে যোগাযোগ করার পর জানানো হয়, ওই ডিসেম্বরে যে 'failed' ট্রান্সফারগুলো হয়েছিলো...",32,20,0,62.0,MD Zahidul Islam,text,False,False,"Prime Bank, NPSB, টাকা, লেনদেন, সমস্যা",Negative,Frustration,Complaint,finance,PR_af606ed22b37
SaifJoynpSsdeotor44ghga8ft0705ta93t3,URL not found - Share button error,এই ৪ টা ব্যাংকের মধ্যে কোনটা ভালো হবে? এই ৪টার মধ্যে কোন ব্যাংক সেইফ আছে?,13,33,0,62.5,,text,False,False,"bank, safe, Eastern Bank, Mutual Trust Bank, Premier Bank, Prime Bank",Neutral,Confusion,Inquiry,finance,PR_9918ff4214d9
RiadHossain2705ta93t35y,URL not found - Share button error,Shared with Public group. 1. Bank: Brac Bank Account Category: Current Campus Ac Account Maintenance fee: Free Card fee: 345 SMS Alert: Free 2. Bank: City Bank Account Category: General Savings Ac Account Maintenance fee: Depend on average balance. Card fee: 575 SMS Alert: 345 3. Bank: UCB Account Category: Student Account Maintenance fee: Free Card fee: Free SMS Alert: 287.5 4. Bank: EBL Account Category: EBL Campus Ac Account Maintenance fee: Free Card fee: 575 SMS Alert: 345 5. Bank: IBBL Account Category: Student Account Maintenance fee: Free Card fee: Free SMS Alert: Free 6. Bank: AB Account Category: Student Account Maintenance fee: Free Card fee: 345 SMS Alert: 172.5 7. Bank: IFIC Account Category: Shohoj Ac Account Maintenance fee: Free Card fee: 345 SMS Alert: 57.5 8. Bank: Midland Bank Account Category: MDB College Saver Account Maintenance fee: Free Card fee: Free SMS Alert: Free 9. Bank: AIBL Account Category: Savings Account Maintenance fee: Depends on average Balance Card fee: 575 SMS Alert: 115 10. Bank: DBBL Account Category: Student Account Maintenance fee: Free Card fee: 230 SMS Alert: 115,37,5,3,50.5,Riad Hossain,text,False,False,"bank, account, fee, maintenance, card, SMS, alert",Neutral,Neutral,Other,finance,PR_77c1255baf9e
RaFinpSsdeotorM4ghgfyf705ta93t358ic21t88hg3g830uhmig375g31g0ca,URL not found - Share button error,"প্রাইমের সাথে আছি ২০২৩ সাল থেকে। তখন শুধুমাত্র ১৮ বছরের নিচে স্টুডেন্ট একাউন্ট ছিলো, একাউন্ট ক্যাটাগরি- মাই ফার্স্ট একাউন্ট। ১৮+ youth account টা ২০২৪ এর মাঝামাঝি সময়ে বের হয়েছে। কয়েকদিন আগে ১৮ হওয়ার পর ব্রাঞ্চে গিয়ে এই ব্যাপারে কথা বলি। ব্রাঞ্চের আপু কনভারশনের ব্যাপারে দ্বিধায় ছিলেন হবে কি হবে না। তারপর আমাকে সাজেস্ট করলেন হাসানাহ একাউন্ট টা করতে। কিন্তু আমি কনভেনশনাল একাউন্ট-ই চাচ্ছিলাম। তো বাসায় এসে প্রাইমে মেইল করলে তারা আমাকে জানায় এই একাউন্ট কেই ইউথ-এ কনভারশন করা যাবে এবং ব্রাঞ্চ থেকেও অপারেশন ম্যানেজার কল করে জানায়। তারপর সব ডকুমেন্ট দিয়ে আসার ২ দিন পর ইউথ একাউন্টে কনভার্ট হয় এবং আগের ডেবিট কার্ড জমা দিয়ে নতুন এই ডেবিট কার্ড নিই ফ্রী তেই। চেক বই আগের ছিলো, চাইলে নেওয়া যেতো, আমি বলেছি না দিতে।",50,32,0,98.0,,text,False,False,"প্রাইম, একাউন্ট, youth, কনভারশন, ডেবিট কার্ড",Neutral,Neutral,Inquiry,finance,PR_415630a362bf
SrijonosredSotpne0u0,URL not found - Share button error,Prime bank ar endorsement card diye ki international kunu kisu purchase korte gele oder permission neya lagbe naki ami icche moto use korte parbo?,9,98,0,156.0,,text,False,False,"Prime bank, endorsement card, international purchase, permission",Neutral,Confusion,Inquiry,finance,PR_5fe7c7f57f4c
opotnderSscu7c71,URL not found - Share button not visible,আচ্ছা বর্তমানে prime bank এ কি Savings account এ এমন same color এর Visa/Mastercard দেয় তারা White Color এর? অথবা অন্য কোনো Bank এ এমন White color Mastercard Debit দেয় কেউ? Pic টা আরেকজন এর।,14,0,0,14.0,Khairul Islam Bablu,text,False,False,"prime bank, savings account, Visa, Mastercard, white color, debit card",Neutral,Confusion,Inquiry,finance,PR_b847dc5cae77
10609903g0c01ufm7m507h09f0612a618hugg9hif409cgfg17,URL not found - Share button error,bkash theke mastercard e tk add korbo kivave?? nahoy prime bank and islami bank e kivave addd korbo???,1,13,0,20.5,Oyshe Islam,text,False,False,"bkash, mastercard, prime bank, islami bank",Neutral,Confusion,Inquiry,finance,PR_d9fdda4d35c3
dtsreponSon1J7gi4fa6,URL not found - Share button error,Prime Bank এর স্টুডেন্ট একাউন্টের এগেইনস্টে যেই ডুয়াল কারেন্সি Master Card দেয় সেটা Google Play তে Add করতে পারছি না। Dollar Endorsement করা আছে এবং কল সেন্টারর কথা বলে Forein Transaction চালু করা হয়েছে। তার পরেও এই Card টা Add হচ্ছে না। এর সমাধান কি? আমার অন্য ব্যাংকের Visa Card Add হচ্ছে কিন্তু Prime Bank এর এই Master Card টা Add হচ্ছে না।,0,15,0,22.5,Ahmed Faisal,text,False,False,"Prime Bank, Master Card, Google Play, Dollar Endorsement, Visa Card",Negative,Frustration,Complaint,finance,PR_08480da9d0d4
AbdullahAlMahmuddtsreponSon1J7gi9fa6,URL not found - Share button error,আজ হাতে পেলাম আমার Prime Bank – My First Account এর ডেবিট কার্ড ও চেকবই। Service? Simply excellent! বিশেষ ধন্যবাদ Faridpur Branch এর Senior Executive Officer Bhabotosh Kumar Baidya Sir–কে। তাঁর ব্যবহার ও সহযোগিতা সত্যিই প্রশংসনীয়। Prime Bank-এর হেড অফিস ও সার্ভিস টিমের দ্রুত রেসপন্স এবং যত্নশীল মনোভাব আমাকে মুগ্ধ করেছে।,69,36,0,123.0,Abdullah Al Mahmud,text,True,False,"Prime Bank, debit card, checkbook, service, Faridpur Branch, Bhabotosh Kumar Baidya",Positive,Joy,Praise,finance,PR_0dd8c325f617
dtsreponSon1J7gi2fa6,URL not found - Share button error,প্রাইম ব্যাংক স্টুডেন্ট একাউন্ট || Prime Bank Student Account || Best Student Account in Bangladesh,19,192,1,309.0,,text,False,False,"studentaccount, students, studentlife, best_student_acc",Neutral,Neutral,Other,finance,PR_fd99ee445483
Rumantik_VaiersdoStpon6l52:hg_1n0t895_t3ug0aa3_6834t25f217hJ61h7c4eff017,URL not found - Share button error,prime bank ki dps ar jonno vlo hobe,5,54,0,86.0,,text,False,False,"prime, bank, dps",Neutral,Neutral,Inquiry,finance,PR_1162fc9593fa
ersdoStpon6l52ihgp1Art89lu63ag2a2394854t25f117h61h7c4tff017,URL not found - Share button error,"Ami Prime Bank ar youth account korte chacci karon atai naki sob kichu free, asolei?? Prime bank a student account korbo naki onno kono bank valo hobe??",37,40,1,99.0,,text,False,False,"Prime Bank, youth account, student account, bank",Neutral,Confusion,Inquiry,finance,PR_148cb6b0d027
SaifJoynpSsdeotor44ghga8ft0705ta93t3,URL not found - Share button error,এই ৪ টা ব্যাংকের মধ্যে কোনটা ভালো হবে? এই ৪টার মধ্যে কোন ব্যাংক সেইফ আছে?,13,33,0,62.5,,text,False,False,"bank, safe, Eastern Bank, Mutual Trust Bank, Premier Bank, Prime Bank",Neutral,Confusion,Inquiry,finance,PR_9918ff4214d9
RaFinpSsdeotorM4ghgfyf,URL not found - Share button error,"প্রাইমের সাথে আছি ২০২৩ সাল থেকে। তখন শুধুমাত্র ১৮ বছরের নিচে স্টুডেন্ট একাউন্ট ছিলো, একাউন্ট ক্যাটাগরি- মাই ফার্স্ট একাউন্ট। ১৮+ youth account টা ২০২৪ এর মাঝামাঝি সময়ে বের হয়েছে। কয়েকদিন আগে ১৮ হওয়ার পর ব্রাঞ্চে গিয়ে এই ব্যাপারে কথা বলি। ব্রাঞ্চের আপু কনভারশনের ব্যাপারে দ্বিধায় ছিলেন হবে কি হবে না। তারপর আমাকে সাজেস্ট করলেন হাসানাহ একাউন্ট টা করতে। কিন্তু আমি কনভেনশনাল একাউন্ট-ই চাচ্ছিলাম। তো বাসায় এসে প্রাইমে মেইল করলে তারা আমাকে জানায় এই একাউন্ট কেই ইউথ-এ কনভারশন করা যাবে এবং ব্রাঞ্চ থেকেও অপারেশন ম্যানেজার কল করে জানায়। তারপর সব ডকুমেন্ট দিয়ে আসার ২ দিন পর ইউথ একাউন্টে কনভার্ট হয় এবং আগের ডেবিট কার্ড জমা দিয়ে নতুন এই ডেবিট কার্ড নিই ফ্রী তেই। চেক বই আগের ছিলো, চাইলে নেওয়া যেতো, আমি বলেছি না দিতে।",50,32,0,98.0,,text,False,False,"প্রাইম, একাউন্ট, youth, কনভারশন, ডেবিট কার্ড",Neutral,Neutral,Inquiry,finance,PR_f73cb15f79d6
10609903g0c01ufm7m507h09f0612a618hugg9hif409cgfg17,URL not found - Share button error,bkash theke mastercard e tk add korbo kivave?? nahoy prime bank and islami bank e kivave addd korbo???,1,13,0,20.5,Oyshe Islam,text,False,False,"bkash, mastercard, prime bank, islami bank",Neutral,Confusion,Inquiry,finance,PR_d9fdda4d35c3
AbdullahAlMahmuddtsreponSon1J7gi9fa6,URL not found - Share button error,আজ হাতে পেলাম আমার Prime Bank – My First Account এর ডেবিট কার্ড ও চেকবই। Service? Simply excellent! বিশেষ ধন্যবাদ Faridpur Branch এর Senior Executive Officer Bhabotosh Kumar Baidya Sir–কে। তাঁর ব্যবহার ও সহযোগিতা সত্যিই প্রশংসনীয়। Prime Bank-এর হেড অফিস ও সার্ভিস টিমের দ্রুত রেসপন্স এবং যত্নশীল মনোভাব আমাকে মুগ্ধ করেছে।,69,36,0,123.0,Abdullah Al Mahmud,text,True,False,"Prime Bank, debit card, checkbook, service, Faridpur Branch, Bhabotosh Kumar Baidya",Positive,Joy,Praise,finance,PR_0dd8c325f617
AbdullahAlMahmudPrimeBank,URL not found - Share button not visible,আলহামদুলিল্লাহ! আজ হাতে পেলাম আমার Prime Bank – My First Account এর ডেবিট কার্ড ও চেকবই। Service? Simply excellent! বিশেষ ধন্যবাদ Faridpur Branch এর Senior Executive Officer Bhabotosh Kumar Baidya Sir–কে। তাঁর ব্যবহার ও সহযোগিতা সত্যিই প্রশংসনীয়।,133,0,0,133.0,Abdullah Al Mahmud,text,False,False,"Prime Bank, debit card, checkbook, service, Faridpur Branch",Positive,Joy,Praise,finance,PR_4d044967e942
RumantikVaiersdoStpon6l52:hg1n0t895t3ug0aa3,URL not found - Share button error,Shared with Public group prime bank ki dps ar jonno vlo hobe,5,54,0,86.0,,text,False,False,"prime, bank, dps",Neutral,Neutral,Inquiry,finance,PR_9b62aa7cffcd
MDZahidulIslamersdoStpon6l52yhgM1,URL not found - Share button error,"আমি একটি গুরুতর সমস্যার সম্মুখীন, দয়া করে কেউ সহায়তা করলে কৃতজ্ঞ থাকব। ২০২৪ সালের ডিসেম্বর মাসে আমি Prime Bank অ্যাপ ব্যবহার করে দুটি NPSB ট্রান্সফার করার চেষ্টা করি, যেগুলো তখন 'Failed' দেখিয়েছিলো। তাই ধরে নিই লেনদেন হয়নি। কিন্তু চার মাস পর, ২০২৫ সালের ৯ এপ্রিল, আমার একাউন্ট থেকে হঠাৎ করে দুইটি লেনদেনের মাধ্যমে মোট ২২,০০০ টাকা কেটে নেওয়া হয় (১১,০০০ x ২), কোনো নোটিশ, এসএমএস বা অনুমতি ছাড়াই। ব্যাংকে যোগাযোগ করার পর জানানো হয়, ওই ডিসেম্বরে যে 'failed' ট্রান্সফারগুলো হয়েছিলো...",32,20,0,62.0,MD Zahidul Islam,text,False,False,"Prime Bank, NPSB, টাকা, লেনদেন, সমস্যা",Negative,Frustration,Complaint,finance,PR_af606ed22b37
RiadHossain2705ta93t35y,URL not found - Share button error,Shared with Public group. 1. Bank: Brac Bank Account Category: Current Campus Ac Account Maintenance fee: Free Card fee: 345 SMS Alert: Free 2. Bank: City Bank Account Category: General Savings Ac Account Maintenance fee: Depend on average balance. Card fee: 575 SMS Alert: 345 3. Bank: UCB Account Category: Student Account Maintenance fee: Free Card fee: Free SMS Alert: 287.5 4. Bank: EBL Account Category: EBL Campus Ac Account Maintenance fee: Free Card fee: 575 SMS Alert: 345 5. Bank: IBBL Account Category: Student Account Maintenance fee: Free Card fee: Free SMS Alert: Free 6. Bank: AB Account Category: Student Account Maintenance fee: Free Card fee: 345 SMS Alert: 172.5 7. Bank: IFIC Account Category: Shohoj Ac Account Maintenance fee: Free Card fee: 345 SMS Alert: 57.5 8. Bank: Midland Bank Account Category: MDB College Saver Account Maintenance fee: Free Card fee: Free SMS Alert: Free 9. Bank: AIBL Account Category: Savings Account Maintenance fee: Depends on average Balance Card fee: 575 SMS Alert: 115 10. Bank: DBBL Account Category: Student Account Maintenance fee: Free Card fee: 230 SMS Alert: 115,37,5,3,50.5,Riad Hossain,text,False,False,"bank, account, maintenance, fee, card, SMS, alert",Neutral,Neutral,Other,finance,PR_77c1255baf9e
Sotpne0u0_953g0c01ufm7m527h09t0612,URL not found - Share button error,Prime bank ar endorsement card diye ki international kunu kisu purchase korte gele oder permission neya lagbe naki ami icche moto use korte parbo?,9,98,0,156.0,,text,False,False,"Prime bank, endorsement card, international purchase, permission",Neutral,Confusion,Inquiry,finance,PR_ff2de7a590c1
dtsreponSon1J7gi4fa6,URL not found - Share button error,Prime Bank এর স্টুডেন্ট একাউন্টের এগেইনস্টে যেই ডুয়াল কারেন্সি Master Card দেয় সেটা Google Play তে Add করতে পারছি না। Dollar Endorsement করা আছে এবং কল সেন্টারর কথা বলে Forein Transaction চালু করা হয়েছে। তার পরেও এই Card টা Add হচ্ছে না। এর সমাধান কি? আমার অন্য ব্যাংকের Visa Card Add হচ্ছে কিন্তু Prime Bank এর এই Master Card টা Add হচ্ছে না।,1,15,0,23.5,Ahmed Faisal,text,False,False,"Prime Bank, Master Card, Google Play, Dollar Endorsement, Visa Card",Negative,Frustration,Complaint,finance,PR_08480da9d0d4
NonStopTechdtsreponSon1J7gi2fa6,URL not found - Share button error,প্রাইম ব্যাংক স্টুডেন্ট একাউন্ট || Prime Bank Student Account || Best Student Account in Bangladesh,19,192,1,309.0,,text,False,True,"studentaccount, students, studentlife, best_student_acc",Neutral,Neutral,Other,finance,PR_ae1ab55ded84
ersdoStpon6l52ihgp1Art89lu63ag2a2394854t25f117h61h7c4tff017,URL not found - Share button error,"Ami Prime Bank ar youth account korte chacci karon atai naki sob kichu free, asolei?? Prime bank a student account korbo naki onno kono bank valo hobe??",37,40,1,99.0,,text,False,False,"Prime Bank, youth account, student account, free",Neutral,Confusion,Inquiry,finance,PR_148cb6b0d027
RiadHossain2705ta93t35y,URL not found - Share button error,Shared with Public group. 1. Bank: Brac Bank Account Category: Current Campus Ac Account Maintenance fee: Free Card fee: 345 SMS Alert: Free 2. Bank: City Bank Account Category: General Savings Ac Account Maintenance fee: Depend on average balance. Card fee: 575 SMS Alert: 345 3. Bank: UCB Account Category: Student Account Maintenance fee: Free Card fee: Free SMS Alert: 287.5 4. Bank: EBL Account Category: EBL Campus Ac Account Maintenance fee: Free Card fee: 575 SMS Alert: 345 5. Bank: IBBL Account Category: Student Account Maintenance fee: Free Card fee: Free SMS Alert: Free 6. Bank: AB Account Category: Student Account Maintenance fee: Free Card fee: 345 SMS Alert: 172.5 7. Bank: IFIC Account Category: Shohoj Ac Account Maintenance fee: Free Card fee: 345 SMS Alert: 57.5 8. Bank: Midland Bank Account Category: MDB College Saver Account Maintenance fee: Free Card fee: Free SMS Alert: Free 9. Bank: AIBL Account Category: Savings Account Maintenance fee: Depends on average Balance Card fee: 575 SMS Alert: 115 10. Bank: DBBL Account Category: Student Account Maintenance fee: Free Card fee: 230 SMS Alert: 115,37,5,3,50.5,Riad Hossain,text,False,False,"bank, account, fee, maintenance, card, SMS, alert",Neutral,Neutral,Inquiry,finance,PR_77c1255baf9e
10609903g0c01ufm7m507h09f0612a618hugg9hif409cgfg17,URL not found - Share button error,bkash theke mastercard e tk add korbo kivave?? nahoy prime bank and islami bank e kivave addd korbo???,1,13,0,20.5,Oyshe Islam,text,False,False,"bkash, mastercard, prime bank, islami bank",Neutral,Confusion,Inquiry,finance,PR_d9fdda4d35c3
NonStopTechdtsreponSon1J7gi2fa6,URL not found - Share button error,প্রাইম ব্যাংক স্টুডেন্ট একাউন্ট || Prime Bank Student Account || Best Student Account in Bangladesh,19,192,1,309.0,,text,False,True,"studentaccount, students, studentlife, best_student_acc",Neutral,Neutral,Other,finance,PR_ae1ab55ded84
1A35ePbiCD,https://www.facebook.com/share/p/1A35ePbiCD/,"In my short banking experience, this is the nicest debit card ever. Thanks to Prime Bank PLC. Account open: 09-01-25, cheque book: 21-01-25, Card receive: 25-01-25, card quality: 10/10, card design: 10/10, Brunch service: 10/10, App quality: 08/10.",69,59,2,161.5,Abdullah AL Ahad Limon,text,False,True,"banking, debit card, Prime Bank, account, service",Positive,Joy,Praise,finance,PR_88a10208600d
MD Zahidul IslamersdoStpon6l52yhgM1,URL not found - Share button error,"আমি একটি গুরুতর সমস্যার সম্মুখীন, দয়া করে কেউ সহায়তা করলে কৃতজ্ঞ থাকব। ২০২৪ সালের ডিসেম্বর মাসে আমি Prime Bank অ্যাপ ব্যবহার করে দুটি NPSB ট্রান্সফার করার চেষ্টা করি, যেগুলো তখন 'Failed' দেখিয়েছিলো। তাই ধরে নিই লেনদেন হয়নি। কিন্তু চার মাস পর, ২০২৫ সালের ৯ এপ্রিল, আমার একাউন্ট থেকে হঠাৎ করে দুইটি লেনদেনের মাধ্যমে মোট ২২,০০০ টাকা কেটে নেওয়া হয় (১১,০০০ x ২), কোনো নোটিশ, এসএমএস বা অনুমতি ছাড়াই। ব্যাংকে যোগাযোগ করার পর জানানো হয়, ওই ডিসেম্বরে যে 'failed' ট্রান্সফারগুলো হয়েছিলো...",32,20,0,62.0,MD Zahidul Islam,text,False,False,"Prime Bank, NPSB, টাকা, লেনদেন, সমস্যা",Negative,Frustration,Complaint,finance,PR_943461255396
1586X11Wpa,https://www.facebook.com/share/p/1586X11Wpa/,Alhamdulillah Prime Bank Card done Passport endorsement: 1000$ 10 years,54,34,0,105.0,Tauhid Islam Shawn,text/image,True,False,"Prime Bank, Passport, endorsement, 1000$, 10 years",Positive,Joy,Praise,finance,PR_2888b822d713
